Asset #,Project Number,Project Name,Location,Property Type,Beds/Rooms/Units,Acres,Square Feet,Stories,Year Built / Renovated,Asset Mgr,Start,Draft,Final,Immediate,Short Term,Capital Reserve,PCA,PCA Cost,ESA,ESA Cost,PML,PML Cost,# of Docs,Client,Portfolio,Vendor,Link,"","","","","",""
20-294930.13,20-294930.13,Dollar General,"9718 Route 9W, Athens, NY 12015",Retail,"",0.55,9173,1,2018,,"November 11, 2020","December 09, 2020","January 05, 2021","$20,600.00",$0.00,"$14,850.00",x,,x,,,,4,Realty Income Corporation,Primax Portfolio,,https://www.SiteLynx.net/projects/273944,,,,,,
20-294930.14,20-294930.14,Tractor Supply,"10838 Main Street, North Collins, NY 14111",Retail,"",1.36,19008,1,2019,,"November 11, 2020","December 10, 2020","January 05, 2021",$0.00,$0.00,"$39,800.00",x,,x,,,,4,Realty Income Corporation,Primax Portfolio,,https://www.SiteLynx.net/projects/273946,,,,,,
20-294930.15,20-294930.15,Tractor Supply,"476 Foote Street, Middlebury, VT 5753",Retail,"",1.35,19300,1,2019,,"November 11, 2020","December 10, 2020","January 05, 2021","$2,500.00",$0.00,"$32,250.00",x,,x,,,,4,Realty Income Corporation,Primax Portfolio,,https://www.SiteLynx.net/projects/273947,,,,,,
20-294930.16,20-294930.16,Tractor Supply,"3060 East Ave, Central Square, NY 13036",Retail,"",1.4,19011,1,2019,,"November 11, 2020","December 10, 2020","January 05, 2021",$0.00,$0.00,"$46,000.00",x,,x,,,,4,Realty Income Corporation,Primax Portfolio,,https://www.SiteLynx.net/projects/273948,,,,,,
20-294930.18,20-294930.18,Advance Auto Parts,"890 E. Washington Street, Charles Town, WV 25414",Retail,"",0.70,6912,1,2016,,"November 11, 2020","December 09, 2020",,"$5,625.00",$0.00,"$31,450.00",x,,x,,,,2,Realty Income Corporation,Primax Portfolio,,https://www.SiteLynx.net/projects/273950,,,,,,
20-294930.19,20-294930.19,Advance Auto Parts,"6212 S. Western Avenue, Oklahoma City, OK 73139",Retail,"",0.79,7000,1,2006,,"November 11, 2020","December 10, 2020","September 11, 2021","$63,250.00",$0.00,"$69,600.00",x,,x,,,,4,Realty Income Corporation,Primax Portfolio,,https://www.SiteLynx.net/projects/273951,,,,,,
20-294930.20,20-294930.20,Advance Auto Parts,"2520 SW 29th Street, Oklahoma City, OK 73119",Retail,"",0.69,7000,1,2006,,"November 11, 2020","December 10, 2020","January 05, 2021","$51,070.00",$0.00,"$54,175.00",x,,x,,,,4,Realty Income Corporation,Primax Portfolio,,https://www.SiteLynx.net/projects/273952,,,,,,
20-294930.21,20-294930.21,Dollar General,"95 South Main St, Avoca, NY 14809",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273953,,,,,,
20-294930.22,20-294930.22,Dollar General,"36558 NYS Hwy 23, Roxbury, NY 12434",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273954,,,,,,
20-294930.23,20-294930.23,Dollar General,"9680 State Route 812, Croghan, NY 13620",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273955,,,,,,
20-294930.24,20-294930.24,Dollar General,"2301 St. RT. 37, Fort Covington, NY 12937",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273956,,,,,,
20-294930.25,20-294930.25,Dollar General,"11997 State Highway 37, Waddington, NY 13694",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273957,,,,,,
20-294930.26,20-294930.26,Dollar General,"6905 Route 22, Plattsburgh, NY 12901",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273958,,,,,,
20-294930.27,20-294930.27,Dollar General,"215 South Street, Champlain, NY 12919",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273959,,,,,,
20-294930.28,20-294930.28,Dollar General,"1085 State Route 197, Argyle, NY 12809",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273960,,,,,,
20-294930.29,20-294930.29,Dollar General,"2504 West Main Street, Cato, NY 13033",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273961,,,,,,
20-294930.30,20-294930.30,Dollar General - Kendall,"16669 Roosevelt Highway, Kendall, NY 14476",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273962,,,,,,
20-294930.31,20-294930.31,Dollar General,"1957 State Highway 80, Edmeston, NY 13335",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273963,,,,,,
20-294930.32,20-294930.32,Dollar General,"27531 Wilson Road, Theresa, NY 13691",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,x,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273964,,,,,,
20-294930.33,20-294930.33,Dollar General,"9718 Route 9W, Athens, NY 12015",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273965,,,,,,
20-294930.34,20-294930.34,Tractor Supply,"10838 Main St., North Collins, NY 14111",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273966,,,,,,
20-294930.35,20-294930.35,Tractor Supply,"476 Foote Street, Middlebury, VT 05753",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273967,,,,,,
20-294930.36,20-294930.36,Tractor Supply,"3060 East Ave, Central Square, NY 13036",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273968,,,,,,
20-294930.37,20-294930.37,Advance Auto Parts,"12209 Route 30, Norwin, PA 15642",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,1,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273969,,,,,,
20-294930.38,20-294930.38,Advance Auto Parts,"890 E. Washington Street, Charles Town, WV 25414",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,1,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273970,,,,,,
20-294930.39,20-294930.39,Advance Auto Parts,"6212 S. Western Avenue, Oklahoma City, OK 73139",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273971,,,,,,
20-294930.40,20-294930.40,Advance Auto Parts,"2520 SW 29th Street, Oklahoma City, OK 73119",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (Roof),,https://www.SiteLynx.net/projects/273972,,,,,,
20-294930.42,20-294930.42,Dollar General,"36558 NYS Hwy 23, Roxbury, NY 12434",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273974,,,,,,
20-294930.43,20-294930.43,Dollar General,"9680 State Route 812, Croghan, NY 13327",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273975,,,,,,
20-294930.44,20-294930.44,Dollar General,"2301 St. RT. 37, Fort Covington, NY 12937",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273976,,,,,,
20-294930.45,20-294930.45,Dollar General,"11997 State Highway 37, Waddington, NY 13694",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273977,,,,,,
20-294930.46,20-294930.46,Dollar General,"6905 Route 22, Plattsburgh, NY 12901",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273978,,,,,,
20-294930.47,20-294930.47,Dollar General,"215 South Street, Champlain, NY 12919",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273979,,,,,,
20-294930.48,20-294930.48,Dollar General,"1085 State Route 197, Argyle, NY 12809",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273980,,,,,,
20-294930.49,20-294930.49,Dollar General,"2504 West Main Street, Cato, NY 13033",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273981,,,,,,
20-294930.50,20-294930.50,Dollar General,"16669 Roosevelt Rd, KENDALL, NY 13685",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273982,,,,,,
20-294930.51,20-294930.51,Dollar General,"1957 State Highway 80, Edmeston, NY 13335",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273983,,,,,,
20-294930.52,20-294930.52,Dollar General,"27531 Wilson Road, Theresa, NY 13691",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273984,,,,,,
20-294930.53,20-294930.53,Dollar General,"9718 Route 9W, Athens, NY 12015",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273985,,,,,,
20-294930.54,20-294930.54,Tractor Supply,"10838 Main St., North Collins, NY 14111",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273986,,,,,,
20-294930.55,20-294930.55,Tractor Supply,"476 Foote Street, Middlebury, VT 05753",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273987,,,,,,
20-294930.56,20-294930.56,Tractor Supply,"3060 East Ave, Central Square, NY 13036",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273988,,,,,,
20-294930.57,20-294930.57,Advance Auto Parts,"12209 Route 30, North Huntingdon, PA 15642",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,1,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273989,,,,,,
20-294930.58,20-294930.58,Advance Auto Parts,"890 E. Washington Street, Charles Town, WV 25414",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,1,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273990,,,,,,
20-294930.59,20-294930.59,Advance Auto Parts,"6212 S. Western Avenue, Oklahoma City, OK 73139",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273991,,,,,,
20-294930.60,20-294930.60,Advance Auto Parts,"2520 SW 29th Street, Oklahoma City, OK 73119",Retail,"",n/a,n/a,"","",,"November 11, 2020",,,,,,,,,,,,2,Realty Income Corporation,Primax Portfolio (ADA),,https://www.SiteLynx.net/projects/273992,,,,,,
20-293186.1,20-293186.1,Home Depot - Tacoma,"4602 Center Street, TACOMA, WA 98409",Retail,"",na,na,1,2000,,"November 10, 2020","November 30, 2020","January 13, 2021","$30,000.00",$0.00,"$261,625.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/273140,,,,,,
20-293186.2,20-293186.2,Home Depot - Tacoma,"4602 Center Street, TACOMA, WA 98409",Retail,"",na,na,"","",,"November 10, 2020",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/273145,,,,,,
20-293186.3,20-293186.3,Home Depot - Tacoma,"4602 Center Street, TACOMA, WA 98409",Retail,"",na,na,"","",,"November 10, 2020",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/273146,,,,,,
20-298047.1,20-298047.1,Amazon - Tampa,"1601 North 39th Street, TAMPA, FL 33605",Retail,"",38.6,"181,255",1 floor with small mezzanine areas,1938,,"November 06, 2020","December 01, 2020",,"$3,736,450.00",$0.00,"$5,931,470.00",x,,x,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272581,,,,,,
20-298047.2,20-298047.2,Amazon - Tampa,"1601 North 39th Street, TAMPA, FL 33605",Retail,"",38.6,"181,255","","",,"November 06, 2020",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272587,,,,,,
20-298047.3,20-298047.3,Amazon - Tampa,"1601 North 39th Street, TAMPA, FL 33605",Retail,"",38.6,"181,255","","",,"November 06, 2020",,,,,,,,,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272589,,,,,,
20-292220.15,20-292220.15,USA2GO - Ann Arbor,"4000 Washtenaw Avenue, ANN ARBOR, MI 48108",Gas station,"",na,na,"","",,"November 05, 2020",,"December 05, 2020",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272332,,,,,,
20-292220.16,20-292220.16,USA2GO -Durand,"8544 East Lansing Road, DURAND, MI 48429",Gas station,"",na,na,"","",,"November 05, 2020","December 08, 2020","December 08, 2020",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272333,,,,,,
20-292220.17,20-292220.17,USA2GO -Holt,"4495 Holt Road, HOLT, MI 48842",Gas station,"",na,na,"","",,"November 05, 2020",,"December 08, 2020",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272334,,,,,,
20-292220.18,20-292220.18,USA2GO -Commerce Township,"40300 West 14 Mile Road, COMMERCE TWP, MI 48390",Gas station,"",na,na,"","",,"November 05, 2020",,"December 04, 2020",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272335,,,,,,
20-292220.19,20-292220.19,USA2GO -Lansing,"2770 Eaton Rapids Road, LANSING, MI 48911",Gas station,"",na,na,"","",,"November 05, 2020",,"December 05, 2020",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272336,,,,,,
20-299962.1,20-299962.1,Zips Car Wash - Bridgeton,"11647 St. Charles Rock Road, BRIDGETON, MO 63044",Retail,"",1.3,"4,634","","",,"November 12, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274228,,,,,,
20-299962.2,20-299962.2,Zips Car Wash - St. Louis (Page),"9430 Page Avenue, ST LOUIS, MO 63132",Retail,"",1.82,"5,124","","",,"November 12, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274229,,,,,,
20-299962.3,20-299962.3,Zips Car Wash - St Louis (Kingshighway),"3410 S Kingshighway, ST LOUIS, MO 63139",Retail,"",1.42,"4,900","","",,"November 12, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274230,,,,,,
20-299962.4,20-299962.4,Zips Car Wash - O'Fallon,"1008 Hwy K, OFALLON, MO 63366",Retail,"",1.7,"4,667","","",,"November 12, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274231,,,,,,
20-299962.5,20-299962.5,Zips Car Wash - St. Louis (Meramec),"4453 Meramec Bottom Road, ST LOUIS, MO 63129",Retail,"",0.93,"4,667","","",,"November 12, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274232,,,,,,
20-299962.6,20-299962.6,Zips Car Wash (Louisville),"4405 Bardstown Road, LOUISVILLE, KY 40218",Retail,"",1.43,"5,000","","",,"November 12, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274233,,,,,,
20-299962.7,20-299962.7,Zips Car Wash - Bridgeton,"11647 St. Charles Rock Road, BRIDGETON, MO 63044",Retail,"",na,na,"","",,"November 12, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274243,,,,,,
20-299962.8,20-299962.8,Zips Car Wash - St Louis (Page),"9430 Page Avenue, ST LOUIS, MO 63132",Retail,"",na,na,"","",,"November 12, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274244,,,,,,
20-299962.9,20-299962.9,Zips Car Wash - St Louis (Kingshighway),"3410 S Kingshighway, ST LOUIS, MO 63139",Retail,"",na,na,"","",,"November 12, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274245,,,,,,
20-299962.10,20-299962.10,Zips Car Wash - O'Fallon,"1008 Hwy K, OFALLON, MO 63366",Retail,"",na,na,"","",,"November 12, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274246,,,,,,
20-299962.11,20-299962.11,Zips Car Wash - St Louis (Meramec),"4453 Meramec Bottom Road, ST LOUIS, MO 63129",Retail,"",na,na,"","",,"November 12, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274247,,,,,,
20-299962.12,20-299962.12,Zips Car Wash - Louisville,"4405 Bardstown Road, LOUISVILLE, KY 40218",Retail,"",na,na,"","",,"November 12, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/274248,,,,,,
20-297812.1,20-297812.1,Amazon - Edwardsville,"3077 Gateway Commerce Center Drive S, EDWARDSVILLE, IL 62025",Industrial,"","593,940",54.0,One,2017,,"November 06, 2020","November 23, 2020","December 15, 2020","$7,000.00",$0.00,"$302,000.00",x,,x,,,,4,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272633,,,,,,
20-297812.2,20-297812.2,Amazon - Edwardsville,"3077 Gateway Commerce Center Drive S, EDWARDSVILLE, IL 62025",Industrial,"","593,940",54.0,"","",,"November 06, 2020",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272635,,,,,,
20-297812.3,20-297812.3,Amazon - Edwardsville,"3077 Gateway Commerce Center Drive S, EDWARDSVILLE, IL 62025",Industrial,"","593,940",54.0,"","",,"November 06, 2020",,,,,,,,,,,,2,Realty Income Corporation,,,https://www.SiteLynx.net/projects/272638,,,,,,
20-296315.1,20-296315.1,Tractor Supply - Las Vegas,"6658 Sky Pointe Drive, LAS VEGAS, NV 89002",Retail,"",na,na,1,2020,,"November 04, 2020",,"November 24, 2020","$3,000.00",$0.00,"$43,250.00",x,,x,,,,2,Realty Income Corporation,Tractor Supply (Hix Snedeker) 2,,https://www.SiteLynx.net/projects/271899,,,,,,
20-296315.2,20-296315.2,Tractor Supply - Bordentown,"397 US-130, BORDENTOWN, NJ 08505",Retail,"",4.925,"19,097",1,2020,,"November 04, 2020",,"November 24, 2020","$20,000.00",$0.00,"$39,500.00",x,,x,,,,2,Realty Income Corporation,Tractor Supply (Hix Snedeker) 2,,https://www.SiteLynx.net/projects/271900,,,,,,
20-296315.3,20-296315.3,Tractor Supply - Las Vegas,"6658 Sky Pointe Drive, LAS VEGAS, NV 89002",Retail,"",4.9,"19,097","","",,"November 04, 2020",,,,,,,,,,,,1,Realty Income Corporation,Tractor Supply (Hix Snedeker) 2,,https://www.SiteLynx.net/projects/271901,,,,,,
20-296315.4,20-296315.4,Tractor Supply- Bordentown,"397 US-130, BORDENTOWN, NJ 08505",Retail,"",4.9,"19,097","","",,"November 04, 2020",,,,,,,,,,,,1,Realty Income Corporation,Tractor Supply (Hix Snedeker) 2,,https://www.SiteLynx.net/projects/271909,,,,,,
20-296315.5,20-296315.5,Tractor Supply - Las Vegas,"6658 Sky Pointe Drive, LAS VEGAS, NV 89131",Retail,"",4.9,"19,097","","",,"November 04, 2020",,,,,,,,,,,,1,Realty Income Corporation,Tractor Supply (Hix Snedeker) 2,,https://www.SiteLynx.net/projects/271916,,,,,,
20-296315.6,20-296315.6,Tractor Supply - Bordentown,"397 US-130, BORDENTOWN, NJ 08505",Retail,"",4.9,"19,097","","",,"November 04, 2020",,,,,,,,,,,,1,Realty Income Corporation,Tractor Supply (Hix Snedeker) 2,,https://www.SiteLynx.net/projects/271918,,,,,,
20-295323.1,20-295323.1,Hobby Lobby - Weaverville,"Tract 1 - Northridge Commons - SW Corner of Northridge Commons Parkway and Bett Stroud Boulevard, WEAVERVILLE, NC 28787",Vacant Land,"",4.04,na,"","",,"October 15, 2020",,"February 16, 2021",,,,,,x,,,,1,Realty Income Corporation,,,https://www.SiteLynx.net/projects/266533,,,,,,
20-295323.2,20-295323.2,Hobby Lobby - Weaverville,"Tract 1 - Northridge Commons - SW Corner of Northridge Commons Parkway and Bett Stroud Boulevard, WEAVERVILLE, NC 28787",Vacant Land,"",4.04,na,"","",,"October 15, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/266536,,,,,,
20-294915.1,20-294915.1,Amazon,"1000 Kirkley Drive, BELTON, TX 76513",Industrial,"",12,"62,000","",2005,,"October 14, 2020",,,,,,x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/266233,,,,,,
20-292220.12,20-292220.12,USA2GO -Commerce,"40300 West 14 Mile Road, COMMERCE TWP, MI 48390",Gas station,"",na,na,"","",,"October 08, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/265104,,,,,,
20-292220.13,20-292220.13,USA2GO - Ann Arbor,"4000 WAshtenaw Avenue, ANN ARBOR, MI 48108",Gas station,"",na,na,"","",,"October 08, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/265105,,,,,,
20-292220.14,20-292220.14,USA2GO -Lansing,"2770 Eaton Rapids Road, LANSING, MI 48911",Gas station,"",na,na,"","",,"October 08, 2020",,,,,,,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/265106,,,,,,
20-292948.1,20-292948.1,"Coca Cola (Apopka, FL)","3201 Shelby Industrial Drive, APOPKA, FL 32703",Storage,"",21.1,"289,839",One,2020,,"October 13, 2020",,,"$4,850.00",$0.00,"$123,000.00",x,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/266091,,,,,,
20-292948.2,20-292948.2,"Coca Cola (Apopka, FL)","3201 Shelby Industrial Drive, APOPKA, FL 32703",Storage,"",21.1,"289,839","",2020,,"October 13, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/266095,,,,,,
20-292948.3,20-292948.3,"Coca Cola (Apopka, FL)","3201 Shelby Industrial Drive, APOPKA, FL 32703",Storage,"",21.1,"289,839","","",,"October 13, 2020",,,,,,,,,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/266097,,,,,,
Main Lodge,Main Lodge,O'Reilly Auto Parts - Parkersburg,"4637 Deleon Street, Fort Myers FL",Manufactured housing,0,0.25,"284,210",Two,1973,,"October 05, 2020","June 02, 2021",,"$666,297.50",$0.00,"$3,380,000.00",x,,x,,,,,Realty Income Corporation,,,https://www.SiteLynx.net/projects/263612,,,,,,
20-291093.1,20-291093.1,Grease Monkey - Cypress,"10527 Huffmeister Road, HOUSTON, TX 77065",Retail,"",na,na,1,2017,,"October 05, 2020",,"January 06, 2021",$0.00,$0.00,"$31,750.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263595,,,,,,
20-291093.2,20-291093.2,Grease Monkey - Marietta,"2525 Roswell Road, MARIETTA, GA 30062",Retail,"",na,na,1 with basement,1996,,"October 05, 2020",,"January 06, 2021","$27,300.00",$0.00,"$17,050.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263596,,,,,,
20-291093.3,20-291093.3,Grease Monkey - Newnan,"15 Bailey Station, NEWNAN, GA 30265",Retail,"",na,na,1 with Basement ,2017,,"October 05, 2020",,"January 06, 2021","$19,100.00",$0.00,"$17,450.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263597,,,,,,
20-291093.4,20-291093.4,Northern Tool - Glen Allen,"9855 W Broad Street, GLEN ALLEN, VA 23060",Retail,"",na,na,1,2018,,"October 05, 2020",,"January 06, 2021","$6,250.00",$0.00,"$95,400.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263598,,,,,,
20-291093.5,20-291093.5,Dollar Tree - Jonesboro,"185 Old Winnfield Road, JONESBORO, LA 71251",Retail,"",na,na,1,2017,,"October 05, 2020",,"January 07, 2021","$1,800.00","$1,125.00","$31,500.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263599,,,,,,
20-291093.6,20-291093.6,Family Dollar - Sandyville,"7124 Parkersburg Road, SANDYVILLE, WV 25275",Retail,"",na,na,One,2017,,"October 05, 2020",,"January 07, 2021","$27,700.00","$3,000.00","$15,250.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263600,,,,,,
20-291093.7,20-291093.7,O'Reilly Auto Parts - Brazil,"2001 E National Avenue, BRAZIL, IN 47834",Retail,"",na,na,1,2019,,"October 05, 2020",,"January 07, 2021","$19,750.00",$0.00,"$6,250.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263601,,,,,,
20-291093.8,20-291093.8,O'Reilly Auto Parts - La Porte,"240 E Lincoln Way, LA PORTE, IN 46350",Retail,"",na,na,One-story; no basement ,2018,,"October 05, 2020",,"January 07, 2021","$13,650.00",$0.00,"$34,675.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263602,,,,,,
20-291093.9,20-291093.9,O'Reilly Auto Parts - Millen,"516 E Winthrope Avenue, MILLEN, GA 30442",Retail,"",na,na,One,1997,,"October 05, 2020",,"January 07, 2021","$5,750.00",$0.00,"$125,400.00",x,,x,,,,2,Realty Income Corporation,Hutton Portfolio (24),,https://www.SiteLynx.net/projects/263603,,,,,,
